type,council_code,council_name,cadnum,declared_ha,geom_ha,ratio,points
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0008,1.2838,0.4129,0.3216,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0009,1.2844,0.3969,0.309,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:10:007:0033,2.8358,0.864,0.3047,10
truncated,6522183700,с. Ногайське (Ногайское),6522183700:10:007:0036,4.3557,1.3195,0.3029,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:014:0026,1.4171,0.4247,0.2997,6
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0010,1.2841,0.3816,0.2972,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:05:001:0263,58.2793,16.587,0.2846,18
truncated,6522183700,с. Ногайське (Ногайское),6522183700:05:001:0111,1.2842,0.3655,0.2846,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:05:001:0112,1.2842,0.3493,0.272,8
truncated,6522183700,с. Ногайське (Ногайское),6522183700:10:007:0035,4.7234,1.2827,0.2716,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0013,1.284,0.3326,0.259,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0014,1.2937,0.3194,0.2469,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:10:007:0034,3.2248,0.7837,0.243,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0015,1.4282,0.3337,0.2337,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0016,1.5011,0.3288,0.219,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0017,1.556,0.3169,0.2037,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0018,1.5752,0.2959,0.1879,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:05:001:0246,49.2961,8.6086,0.1746,17
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0019,1.5838,0.2718,0.1716,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:013:0045,1.5043,0.2464,0.1638,11
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0020,1.5929,0.2469,0.155,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0021,1.5998,0.2221,0.1388,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0022,1.5882,0.1944,0.1224,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0023,1.5709,0.1653,0.1052,9
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:014:0027,1.423,0.1373,0.0965,4
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0024,1.5548,0.1375,0.0884,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0025,1.5403,0.1108,0.072,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0026,1.5299,0.0843,0.0551,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:05:001:0061,2.272,0.1024,0.0451,6
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0027,1.5195,0.058,0.0381,6
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:001:0043,9.0716,0.2222,0.0245,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0028,1.5075,0.0323,0.0214,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:018:0035,2.2717,0.0462,0.0204,6
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:001:0042,7.9221,0.1175,0.0148,5
truncated,6522183700,с. Ногайське (Ногайское),6522183700:01:001:0041,7.4384,0.0461,0.0062,5
truncated,6522184000,с. Рівне (Ровное),6522184000:01:011:0017,11.6579,5.7304,0.4915,10
truncated,6522184000,с. Рівне (Ровное),6522184000:10:028:0008,7.9251,3.8656,0.4878,5
truncated,6522184000,с. Рівне (Ровное),6522184000:07:001:0095,7.7334,3.7329,0.4827,13
truncated,6522184000,с. Рівне (Ровное),6522184000:07:001:0703,1.9385,0.8851,0.4566,5
truncated,6522184000,с. Рівне (Ровное),6522184000:10:018:0011,12.1148,5.3825,0.4443,10
truncated,6522184000,с. Рівне (Ровное),6522184000:10:003:0011,6.064,2.6723,0.4407,16
truncated,6522184000,с. Рівне (Ровное),6522184000:01:011:0019,11.5494,4.6954,0.4066,9
truncated,6522184000,с. Рівне (Ровное),6522184000:07:001:0194,6.0633,1.9416,0.3202,18
truncated,6522184000,с. Рівне (Ровное),6522184000:01:001:0090,0.25,0.0764,0.3055,5
truncated,6522184000,с. Рівне (Ровное),6522184000:10:001:0015,6.0592,1.7973,0.2966,9
truncated,6522184000,с. Рівне (Ровное),6522184000:10:001:0016,6.0593,1.7853,0.2946,10
truncated,6522184000,с. Рівне (Ровное),6522184000:07:001:0026,6.0594,1.6245,0.2681,14
truncated,6522184000,с. Рівне (Ровное),6522184000:10:003:0010,6.0632,1.5728,0.2594,10
truncated,6522184000,с. Рівне (Ровное),6522184000:01:001:0046,0.192,0.0331,0.1722,17
truncated,6522184000,с. Рівне (Ровное),6522184000:01:001:0089,0.1993,0.0198,0.0993,5
truncated,6522184000,с. Рівне (Ровное),6522184000:01:001:0024,0.1946,0.0193,0.0992,7
truncated,6522184500,х. Новоєфремівка (Новоефремовка),6522184500:01:046:0037,1.8809,0.9292,0.494,5
truncated,6522184500,х. Новоєфремівка (Новоефремовка),6522184500:01:046:0038,1.8726,0.9227,0.4927,5
truncated,6522184500,х. Новоєфремівка (Новоефремовка),6522184500:01:046:0297,1.8714,0.9139,0.4883,7
truncated,6522184500,х. Новоєфремівка (Новоефремовка),6522184500:01:046:0296,1.8714,0.9082,0.4853,9
truncated,6522184500,х. Новоєфремівка (Новоефремовка),6522184500:01:028:0021,5.4486,0.442,0.0811,12
truncated,6522185000,с. Стокопані (Стокопани),6522185000:04:006:0004,58.494,29.1405,0.4982,16
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:016:0002,5.8994,2.8417,0.4817,5
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:019:0001,5.7595,2.573,0.4467,5
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:010:0026,7.5897,3.212,0.4232,5
truncated,6522185000,с. Стокопані (Стокопани),6522185000:02:002:0001,48.9943,18.3044,0.3736,23
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:011:0043,11.5255,4.2629,0.3699,12
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:017:0003,5.7603,1.8374,0.319,12
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0032,16.17,4.5458,0.2811,5
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:009:0006,7.1296,1.7801,0.2497,9
truncated,6522185000,с. Стокопані (Стокопани),6522185000:04:004:0006,5.7601,1.3337,0.2315,9
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0191,7.5886,1.4347,0.1891,8
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:011:0038,6.6341,1.1732,0.1768,9
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0021,6.8031,1.0191,0.1498,25
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0171,2.9759,0.4125,0.1386,7
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:004:0031,11.5194,1.5873,0.1378,9
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:004:0029,5.7587,0.6637,0.1153,9
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0127,5.761,0.4804,0.0834,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0151,6.9089,0.552,0.0799,8
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0164,6.7102,0.5089,0.0758,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:03:001:0144,5.7598,0.3674,0.0638,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:016:0004,5.8102,0.1641,0.0282,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:016:0029,5.759,0.0526,0.0091,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:011:0021,5.759,0.0429,0.0074,4
truncated,6522185000,с. Стокопані (Стокопани),6522185000:01:017:0005,5.7598,0.0254,0.0044,4
truncated,6522185200,с. Стрілкове (Стрелковое),6522185200:02:001:0177,8.0595,3.0885,0.3832,60
truncated,6522185200,с. Стрілкове (Стрелковое),6522185200:11:012:0131,215.5745,65.2748,0.3028,35
truncated,6522185200,с. Стрілкове (Стрелковое),6522185200:11:012:0147,110.7738,21.4308,0.1935,93
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:04:001:1825,0.1025,0.0511,0.4987,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:1043,0.143,0.0688,0.4814,13
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:0939,0.15,0.0692,0.4612,9
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:04:001:0031,234.3113,103.1708,0.4403,59
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:0787,0.1195,0.0525,0.4393,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:0759,0.03,0.0129,0.4311,7
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:04:001:1837,0.1015,0.0433,0.427,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:040:0094,0.0493,0.0162,0.3283,12
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:209:0003,7.7777,2.5428,0.3269,6
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:0771,0.0347,0.0111,0.3207,10
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:039:0019,0.1158,0.0357,0.3082,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:09:210:0066,75.1006,22.3349,0.2974,30
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:001:0723,0.1899,0.0551,0.29,7
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:072:0003,7.7751,2.1451,0.2759,13
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:036:0007,0.1,0.0265,0.2646,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:04:001:1748,0.0999,0.0262,0.2621,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:030:0013,0.25,0.064,0.2562,10
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:100:0001,8.0516,1.5032,0.1867,48
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:04:001:1505,0.0936,0.0113,0.1207,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:21:040:0145,0.1554,0.0148,0.0954,5
truncated,6522186500,с. Генічеська Гірка (Геническая Горка),6522186500:01:209:0004,7.7792,0.1198,0.0154,4
truncated,6522187000,с. Азовське (Азовское),6522187000:01:091:0012,7.3699,3.5273,0.4786,9
truncated,6522187000,с. Азовське (Азовское),6522187000:01:094:0004,7.3696,3.1022,0.4209,8
truncated,6522187000,с. Азовське (Азовское),6522187000:01:103:0010,7.3696,2.8244,0.3832,13
truncated,6522187000,с. Азовське (Азовское),6522187000:02:006:0074,1.2201,0.3888,0.3187,9
truncated,6522187000,с. Азовське (Азовское),6522187000:01:010:0015,7.3664,2.227,0.3023,9
truncated,6522187000,с. Азовське (Азовское),6522187000:02:006:0102,1.4703,0.4208,0.2862,9
truncated,6522187000,с. Азовське (Азовское),6522187000:01:105:0010,7.3699,2.0583,0.2793,13
truncated,6522187000,с. Азовське (Азовское),6522187000:01:093:0006,7.3687,1.8569,0.252,8
truncated,6522187000,с. Азовське (Азовское),6522187000:01:103:0007,7.3696,1.7096,0.232,8
truncated,6522187000,с. Азовське (Азовское),6522187000:01:095:0002,7.3698,1.6396,0.2225,9
truncated,6522187000,с. Азовське (Азовское),6522187000:01:090:0027,7.7305,1.6456,0.2129,9
truncated,6522187000,с. Азовське (Азовское),6522187000:01:010:0003,7.3694,1.4548,0.1974,8
truncated,6522187000,с. Азовське (Азовское),6522187000:01:103:0021,7.3694,1.1547,0.1567,8
truncated,6522187000,с. Азовське (Азовское),6522187000:01:104:0005,7.3699,1.0914,0.1481,8
truncated,6522187000,с. Азовське (Азовское),6522187000:02:006:0051,1.7,0.2322,0.1366,5
truncated,6522187000,с. Азовське (Азовское),6522187000:01:010:0013,7.3649,0.931,0.1264,4
truncated,6522187000,с. Азовське (Азовское),6522187000:03:001:0217,102.6699,10.2903,0.1002,47
truncated,6522187000,с. Азовське (Азовское),6522187000:02:006:0042,1.7498,0.1723,0.0985,4
truncated,6522187000,с. Азовське (Азовское),6522187000:03:001:0149,1.31,0.1278,0.0975,5
truncated,6522187000,с. Азовське (Азовское),6522187000:01:090:0014,7.3692,0.5535,0.0751,8
truncated,6522187000,с. Азовське (Азовское),6522187000:02:006:0108,1.23,0.069,0.0561,6
truncated,6522187000,с. Азовське (Азовское),6522187000:01:104:0007,7.3683,0.3831,0.052,7
truncated,6522187000,с. Азовське (Азовское),6522187000:03:001:0230,7.3686,0.2469,0.0335,4
truncated,6522187000,с. Азовське (Азовское),6522187000:01:095:0010,7.8309,0.2083,0.0266,4
truncated,6522187000,с. Азовське (Азовское),6522187000:01:010:0014,7.3665,0.086,0.0117,4
truncated,6522187000,с. Азовське (Азовское),6522187000:01:105:0007,2.4543,0.0191,0.0078,5
truncated,6522187000,с. Азовське (Азовское),6522187000:01:093:0008,7.3688,0.0266,0.0036,4
truncated,6522187500,с. Семихатка (Семихатка),6522187500:03:001:0008,0.1958,0.0066,0.0336,4
truncated,6522187500,с. Семихатка (Семихатка),6522187500:03:001:0003,40.8245,0.0285,0.0007,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0022,1.8796,0.9369,0.4985,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:018:0008,4.9195,2.4377,0.4955,14
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:024:0027,1.9008,0.9264,0.4874,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0045,1.8,0.871,0.4839,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0021,1.8397,0.8835,0.4803,6
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1137,1.9996,0.9593,0.4798,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:024:0026,2.1433,1.0238,0.4777,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0105,3.6795,1.7328,0.4709,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0044,1.8497,0.8637,0.467,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1013,1.8499,0.8519,0.4605,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:032:0007,4.8927,2.2482,0.4595,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0043,1.9998,0.8987,0.4494,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:024:0068,1.8212,0.8152,0.4476,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:045:0022,10.4099,4.4601,0.4284,13
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:111:0009,5.7621,2.4668,0.4281,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:058:0014,1.9212,0.8145,0.424,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0040,1.2816,0.5425,0.4233,8
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0041,1.8499,0.7636,0.4128,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1104,1.9995,0.8233,0.4117,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0818,6.7327,2.7418,0.4072,11
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1101,1.9997,0.8092,0.4047,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1103,1.9998,0.8082,0.4041,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0871,1.8499,0.7352,0.3974,6
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:012:0002,4.9225,1.9504,0.3962,13
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0040,1.8497,0.731,0.3952,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0628,1.7886,0.6964,0.3894,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0039,1.9996,0.7553,0.3777,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1102,2.0,0.7423,0.3711,11
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:092:0002,119.5472,43.6662,0.3653,32
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0038,2.0,0.7162,0.3581,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:024:0069,1.8949,0.6744,0.3559,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:045:0024,6.5694,2.2356,0.3403,15
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0037,1.8595,0.6317,0.3397,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:25:002:0004,0.1516,0.0482,0.3181,8
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:050:0068,7.1984,2.2834,0.3172,15
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:005:0002,6.0592,1.909,0.3151,16
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:008:0021,1.9676,0.6179,0.3141,8
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:069:0025,6.2715,1.9278,0.3074,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:012:0003,4.9221,1.4744,0.2995,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0041,1.3478,0.4008,0.2973,12
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:032:0008,5.2262,1.5334,0.2934,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0132,1.8821,0.5513,0.2929,12
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0014,1.6398,0.479,0.2921,6
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:050:0069,6.4271,1.8591,0.2893,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0034,1.9996,0.5757,0.2879,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0857,2.8869,0.8051,0.2789,9
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:002:0033,1.9999,0.5372,0.2686,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0044,1.4294,0.3771,0.2638,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:05:001:0010,0.14,0.0368,0.2632,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:012:0004,5.4329,1.4105,0.2596,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0085,2.0318,0.5221,0.257,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:045:0023,7.8011,1.953,0.2503,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:050:0067,2.0405,0.4951,0.2426,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:087:0002,5.4256,1.2371,0.228,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0091,1.9182,0.4326,0.2255,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:042:0006,8.0919,1.8235,0.2253,12
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:050:0066,1.9916,0.4471,0.2245,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:005:0001,4.4144,0.9527,0.2158,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:058:0010,2.0421,0.4396,0.2153,7
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:018:0009,4.9191,1.0436,0.2122,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0650,77.0911,15.6841,0.2034,23
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0101,4.337,0.8013,0.1848,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:058:0013,2.4779,0.4446,0.1794,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:042:0005,8.5188,1.5084,0.1771,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:02:010:0032,8.7885,1.5359,0.1748,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0042,1.4445,0.2442,0.169,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:218:0043,1.6006,0.2646,0.1653,8
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0822,3.5714,0.5577,0.1561,10
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:224:0002,2.3125,0.3401,0.1471,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1179,1.9998,0.2854,0.1427,6
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:058:0011,2.3297,0.2964,0.1272,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:224:0001,3.0195,0.3185,0.1055,15
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0138,4.175,0.3543,0.0849,29
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0997,4.9892,0.3846,0.0771,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1217,26.5375,2.0007,0.0754,17
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1185,32.3907,2.0007,0.0618,17
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0870,34.2708,2.0007,0.0584,17
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:086:0012,5.9778,0.3479,0.0582,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:088:0002,5.0282,0.2745,0.0546,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:058:0012,3.1955,0.1563,0.0489,8
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:086:0002,6.9494,0.2968,0.0427,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:1213,1.9997,0.0207,0.0103,4
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:04:001:0782,30.8988,0.2353,0.0076,5
truncated,6522188000,с. Новий Труд (Новый Труд),6522188000:01:069:0029,6.3193,0.0222,0.0035,4
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:02:001:2079,0.0743,0.0367,0.4941,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:028:0005,3.7874,1.8643,0.4922,9
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0246,0.3681,0.1706,0.4635,12
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0265,0.4368,0.1917,0.4388,11
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0010,4.1206,1.7905,0.4345,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0009,3.9161,1.6825,0.4296,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0008,3.9153,1.668,0.426,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0007,3.9133,1.6468,0.4208,9
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0006,3.9133,1.6315,0.4169,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0242,0.4919,0.2026,0.4119,15
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0250,0.4569,0.1875,0.4105,9
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0005,3.9135,1.5628,0.3993,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0004,3.9156,1.4831,0.3788,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0142,1.5233,0.5708,0.3747,15
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:027:0003,3.9075,1.4271,0.3652,9
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:01:002:0874,0.1,0.0357,0.3575,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:02:001:2433,0.07,0.0217,0.3095,10
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:02:001:0116,0.1,0.0304,0.304,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:029:0040,0.4175,0.1268,0.3038,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:026:0020,4.2532,1.0942,0.2573,9
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:01:002:0804,0.23,0.0512,0.2228,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0141,1.5232,0.292,0.1917,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0102,9.3373,1.6843,0.1804,22
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:03:001:0009,0.9194,0.1515,0.1648,6
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:01:002:0703,0.08,0.0106,0.1322,4
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:02:001:1912,0.0805,0.0093,0.1153,5
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:13:001:0001,5.055,0.473,0.0936,11
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:01:001:0096,0.139,0.0113,0.0815,4
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:05:001:0003,5.9502,0.38,0.0639,10
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:02:001:0327,0.0666,0.004,0.06,4
truncated,6522310100,смт Гола Пристань (Голая Пристань),6522310100:07:003:0186,26.6802,0.6131,0.023,9
truncated,6522381000,с. Кохани (Коханы),6522381000:05:001:0559,0.0512,0.0245,0.4778,5
truncated,6522381000,с. Кохани (Коханы),6522381000:04:003:0078,0.237,0.1021,0.4306,10
truncated,6522381000,с. Кохани (Коханы),6522381000:05:020:0188,0.1015,0.0304,0.3,9
truncated,6522381000,с. Кохани (Коханы),6522381000:05:001:1183,0.065,0.0192,0.2946,7
truncated,6522381000,с. Кохани (Коханы),6522381000:05:002:0137,0.0554,0.0155,0.2796,7
truncated,6522381000,с. Кохани (Коханы),6522381000:05:001:2115,1.9999,0.4381,0.2191,7
truncated,6522381000,с. Кохани (Коханы),6522381000:05:020:0189,0.12,0.0231,0.1928,6
truncated,6522381000,с. Кохани (Коханы),6522381000:05:002:0745,0.0626,0.0119,0.19,6
truncated,6522381000,с. Кохани (Коханы),6522381000:02:001:0010,0.1335,0.0073,0.0549,5
truncated,6522381000,с. Кохани (Коханы),6522381000:01:001:0432,0.25,0.0073,0.0292,4
truncated,6522382000,с. Гладківка (Гладковка),6522382000:07:002:0199,5.191,2.4144,0.4651,5
truncated,6522382000,с. Гладківка (Гладковка),6522382000:07:002:0152,5.1909,2.2335,0.4303,10
truncated,6522382000,с. Гладківка (Гладковка),6522382000:07:002:0155,5.1912,1.9316,0.3721,5
truncated,6522382000,с. Гладківка (Гладковка),6522382000:07:002:0154,5.1908,1.7755,0.3421,5
truncated,6522382000,с. Гладківка (Гладковка),6522382000:07:002:0153,5.1915,1.6206,0.3122,5
